epoch,circuit_depth,num_gates,num_parameters,execution_time
52,16,29,9,0
54,16,29,9,0
56,16,29,9,0
58,16,29,9,0
60,16,29,9,0
62,16,29,9,0
64,16,29,9,0
66,16,29,9,0
68,16,29,9,0
70,16,29,9,0
72,16,29,9,0
74,16,29,9,0
76,16,29,9,0
78,16,29,9,0
80,16,29,9,0
82,16,29,9,0
84,16,29,9,0
86,16,29,9,0
88,16,29,9,0
90,16,29,9,0
92,16,29,9,0
94,16,29,9,0
96,16,29,9,0
98,16,29,9,0
100,16,29,9,0
