epoch,phase,accuracy,loss,precision,recall,f1,tn,fp,fn,tp
51,train,60.23437499999999,0.5981064222075723,0.6124401913875598,0.5907692307692308,0.601409553641347,387,243,266,384
52,train,62.42187500000001,0.5913497913967479,0.6203554119547657,0.6095238095238096,0.6148919135308246,415,235,246,384
52,val,63.046875,0.5875037691809915,0.6867647058823529,0.6423658872077029,0.6638237384506042,340,213,260,467
53,train,61.5625,0.5967561223290183,0.6354515050167224,0.581039755351682,0.6070287539936102,408,218,274,380
54,train,64.296875,0.5940494916655801,0.6515426497277677,0.5753205128205128,0.6110638297872341,464,192,265,359
54,val,64.21875,0.5828363190997731,0.7098283931357254,0.6258596973865199,0.6652046783625731,367,186,272,455
55,train,67.1875,0.5788028727878224,0.6818980667838312,0.6188197767145136,0.6488294314381271,472,181,239,388
56,train,62.57812499999999,0.5913947441361167,0.6346483704974271,0.5817610062893082,0.6070549630844955,431,213,266,370
56,val,64.53125,0.5791069865226746,0.7219512195121951,0.6107290233837689,0.6616989567809239,382,171,283,444
57,train,63.671875,0.5891760696064342,0.62478184991274,0.5888157894736842,0.6062658763759525,457,215,250,358
58,train,64.921875,0.58062744140625,0.6443661971830986,0.5970636215334421,0.619813717188823,465,202,247,366
58,val,63.90625,0.576780151237141,0.7219430485762144,0.5928473177441541,0.6510574018126888,387,166,296,431
59,train,66.953125,0.5680976239117709,0.6787479406919276,0.64375,0.6607858861267041,445,195,228,412
60,train,63.90625,0.5884604074738242,0.6551724137931034,0.5703001579778831,0.6097972972972973,457,190,272,361
60,val,64.140625,0.5750966234640642,0.7240802675585284,0.5955983493810179,0.6535849056603774,388,165,294,433
60,test,64.296875,0.5806283463131298,0.6746575342465754,0.5960665658093798,0.6329317269076306,429,190,267,394
61,train,66.171875,0.5728020668029785,0.6655052264808362,0.6131621187800963,0.6382623224728488,465,192,241,382
62,train,65.9375,0.5760870142416521,0.6883802816901409,0.6015384615384616,0.6420361247947455,453,177,259,391
62,val,63.671875,0.5731358961625532,0.7197986577181208,0.5900962861072903,0.6485260770975056,386,167,298,429
63,train,66.640625,0.5731654221361334,0.6833631484794276,0.6044303797468354,0.6414777497900923,471,177,250,382
64,train,64.0625,0.5789056366140192,0.6620926243567753,0.5947611710323575,0.6266233766233766,434,197,263,386
64,val,63.828125,0.5714722655036233,0.7192691029900332,0.5955983493810179,0.6516177577125658,384,169,294,433
65,train,65.0,0.57726590199904,0.6840215439856373,0.5834609494640123,0.6297520661157024,451,176,272,381
66,train,65.9375,0.5690152807669207,0.6870629370629371,0.6046153846153847,0.6432078559738135,451,179,257,393
66,val,63.90625,0.5699778470126066,0.7182866556836903,0.5997248968363136,0.6536731634182908,382,171,291,436
67,train,62.57812499999999,0.5849418802694841,0.6678321678321678,0.5692995529061102,0.6146419951729686,419,190,289,382
68,train,65.859375,0.5745804797519337,0.6728187919463087,0.6236391912908242,0.6472962066182405,442,195,242,401
68,val,64.53125,0.5690967278047041,0.723404255319149,0.6079779917469051,0.6606875934230194,384,169,285,442
69,train,65.390625,0.5755376653237776,0.6632478632478632,0.61198738170347,0.6365873666940115,449,197,246,388
70,train,64.765625,0.5766377774151888,0.6522556390977443,0.566068515497553,0.6061135371179039,482,185,266,347
70,val,64.609375,0.5686124942519448,0.7260726072607261,0.6052269601100413,0.660165041260315,387,166,287,440
70,test,63.35937499999999,0.5762757929888639,0.6666666666666666,0.5809379727685325,0.6208569118835894,427,192,277,384
71,train,64.0625,0.5810249122706327,0.6648550724637681,0.5716510903426791,0.6147403685092128,453,185,275,367
72,train,64.6875,0.5803567658771168,0.6547406082289803,0.5856,0.6182432432432432,462,193,259,366
72,val,64.609375,0.5667911984703757,0.7202572347266881,0.6162310866574966,0.6641957005189029,379,174,279,448
73,train,66.640625,0.57331152937629,0.671957671957672,0.612540192926045,0.6408746846089151,472,186,241,381
74,train,65.15625,0.5754710056565024,0.6786324786324787,0.6061068702290077,0.6403225806451613,437,188,258,397
74,val,64.765625,0.5667406916618347,0.724025974025974,0.6134800550206327,0.6641846612062546,383,170,281,446
75,train,65.3125,0.577060265974565,0.6613475177304965,0.5958466453674122,0.626890756302521,463,191,253,373
76,train,65.15625,0.5785152153535322,0.6712095400340715,0.6089644513137558,0.6385737439222042,440,193,253,394
76,val,64.53125,0.565852701663971,0.7184,0.6176066024759285,0.6642011834319527,377,176,278,449
77,train,64.765625,0.5893662517721002,0.6629746835443038,0.6377473363774734,0.6501163692785105,410,213,238,419
78,train,65.625,0.5720457217910073,0.6585365853658537,0.6077170418006431,0.6321070234113713,462,196,244,378
78,val,64.53125,0.5654773766344244,0.7205169628432956,0.6134800550206327,0.662704309063893,380,173,281,446
79,train,66.015625,0.577339069409804,0.6718213058419243,0.6157480314960629,0.6425636811832375,454,191,244,391
80,train,66.171875,0.5735263336788524,0.6565836298932385,0.6059113300492611,0.6302305721605466,478,193,240,369
80,val,64.84375,0.5647254044359381,0.7201907790143084,0.6231086657496562,0.668141592920354,377,176,274,453
80,test,63.59375000000001,0.5743384252895009,0.66553480475382,0.5930408472012103,0.6272,422,197,269,392
81,train,66.640625,0.5704629908908497,0.6696113074204947,0.6122778675282714,0.639662447257384,474,187,240,379
82,train,64.921875,0.5715137178247626,0.6678383128295254,0.59375,0.6286186931348222,451,189,260,380
82,val,64.921875,0.5639376802877947,0.7199367088607594,0.6258596973865199,0.6696100073583517,376,177,272,455
83,train,66.5625,0.5697470036419955,0.6988155668358714,0.6229260935143288,0.6586921850079744,439,178,250,413
