epoch,phase,accuracy,loss,precision,recall,f1,tn,fp,fn,tp
84,train,64.0625,0.5846019820733503,0.6379310344827587,0.5967741935483871,0.6166666666666667,450,210,250,370
84,val,65.46875,0.5637192617763173,0.7258320126782885,0.6299862448418156,0.6745213549337261,380,173,269,458
85,train,66.796875,0.5673531510613181,0.677257525083612,0.6357927786499215,0.6558704453441295,450,193,232,405
86,train,67.265625,0.5707456036047502,0.6672413793103448,0.6313213703099511,0.6487845766974015,474,193,226,387
86,val,65.234375,0.563464343547821,0.7231012658227848,0.6286107290233838,0.6725533480500367,378,175,270,457
87,train,66.5625,0.5726488503542814,0.6904761904761905,0.6226993865030674,0.6548387096774193,446,182,246,406
88,train,65.546875,0.583184074271809,0.6711409395973155,0.6201550387596899,0.6446414182111201,439,196,245,400
88,val,64.921875,0.5635653680021112,0.7220447284345048,0.6217331499312242,0.6681448632668144,379,174,275,452
89,train,66.171875,0.575512170791626,0.6898839137645107,0.6283987915407855,0.6577075098814229,431,187,246,416
90,train,63.98437500000001,0.5862262086434797,0.6571428571428571,0.6033950617283951,0.6291230893000804,428,204,257,391
90,val,65.234375,0.5631151145154779,0.7231012658227848,0.6286107290233838,0.6725533480500367,378,175,270,457
90,test,63.90625,0.5736548412929882,0.6683587140439933,0.5975794251134644,0.6309904153354633,423,196,266,395
91,train,66.71875,0.571268227967349,0.67,0.638095238095238,0.6536585365853659,452,198,228,402
92,train,67.34375,0.5689609917727384,0.6893039049235993,0.6333853354134166,0.6601626016260163,456,183,235,406
92,val,65.0,0.5627536448565397,0.7210776545166403,0.6258596973865199,0.6701030927835051,377,176,272,455
93,train,64.0625,0.5811270096085288,0.625,0.6147540983606558,0.6198347107438017,445,225,235,375
94,train,66.328125,0.5767505277286876,0.6732673267326733,0.6365054602184087,0.6543704891740176,441,198,233,408
94,val,65.234375,0.5623394034125588,0.722397476340694,0.6299862448418156,0.6730345334313005,377,176,269,458
95,train,66.5625,0.5726366314021024,0.676818950930626,0.6279434850863422,0.6514657980456026,452,191,237,400
96,train,65.46875,0.5699224742976102,0.6705298013245033,0.625,0.646964856230032,433,199,243,405
96,val,65.078125,0.5628144578500227,0.7229299363057324,0.624484181568088,0.6701107011070111,379,174,273,454
97,train,64.296875,0.58299766887318,0.6768707482993197,0.5984962406015037,0.6352753391859537,425,190,267,398
98,train,64.765625,0.5811449506066062,0.6627318718381113,0.610248447204969,0.635408245755861,436,200,251,393
98,val,65.46875,0.5619955333796415,0.7237048665620094,0.6341127922971114,0.6759530791788856,377,176,266,461
99,train,66.09375,0.5798291293057528,0.6811352253756261,0.6267281105990783,0.6528,438,191,243,408
100,train,65.078125,0.5803990635004911,0.6472491909385113,0.6359300476947536,0.6415396952686447,433,218,229,400
100,val,65.546875,0.56159738518975,0.7227414330218068,0.6382393397524071,0.6778670562454346,375,178,263,464
100,test,63.828125,0.5730764757503163,0.6639072847682119,0.6066565809379728,0.6339920948616601,416,203,260,401
