epoch,batch,loss,lr,batch_time,gradient_norm
1,0,0.7001022100448608,0.0009,6.395864725112915,0.068467854493583
1,1,0.70797199010849,0.0009,7.05508828163147,
1,2,0.7025957107543945,0.0009,6.847368001937866,
1,3,0.7086939811706543,0.0009,7.214835166931152,
1,4,0.7088451385498047,0.0009,7.097975730895996,
1,5,0.7037026882171631,0.0009,6.721165418624878,
1,6,0.7023258805274963,0.0009,7.203054189682007,
1,7,0.7073737382888794,0.0009,6.978573560714722,
1,8,0.7026200294494629,0.0009,7.439667224884033,
1,9,0.6972817778587341,0.0009,7.603270053863525,
1,10,0.69697505235672,0.0009,7.435410261154175,
1,11,0.7011287808418274,0.0009,7.485484600067139,
1,12,0.7048221230506897,0.0009,7.409895896911621,
1,13,0.7167643308639526,0.0009,7.397554397583008,
1,14,0.7006921768188477,0.0009,7.416604042053223,
1,15,0.7001584768295288,0.0009,7.0207695960998535,
1,16,0.697536289691925,0.0009,7.2060546875,
1,17,0.7023932337760925,0.0009,7.199570655822754,
1,18,0.6987404823303223,0.0009,7.1278228759765625,
1,19,0.7090867757797241,0.0009,7.378552675247192,
1,20,0.6922892332077026,0.0009,7.2177734375,
1,21,0.6997004151344299,0.0009,7.097083806991577,
1,22,0.7074673175811768,0.0009,7.304763555526733,
1,23,0.7181401252746582,0.0009,7.193315267562866,
1,24,0.7163159251213074,0.0009,7.03983736038208,
1,25,0.7001192569732666,0.0009,7.5176873207092285,
1,26,0.7053280472755432,0.0009,7.5188281536102295,
1,27,0.7006619572639465,0.0009,7.485072374343872,
1,28,0.7044078707695007,0.0009,7.372057199478149,
1,29,0.702610969543457,0.0009,7.292895793914795,
1,30,0.6996639966964722,0.0009,7.239051342010498,
1,31,0.6956522464752197,0.0009,7.50360369682312,
1,32,0.7000821828842163,0.0009,7.314726114273071,
1,33,0.7023463249206543,0.0009,7.346202611923218,
1,34,0.712249219417572,0.0009,7.454046010971069,
1,35,0.7074397206306458,0.0009,7.500152349472046,
1,36,0.701866090297699,0.0009,7.124154806137085,
1,37,0.7039375901222229,0.0009,7.380588054656982,
1,38,0.7009590268135071,0.0009,7.653548955917358,
1,39,0.7330529689788818,0.0009,0.47467803955078125,
2,0,0.706352949142456,0.0008646296978045983,7.068319797515869,0.10216818393588584
2,1,0.7009840607643127,0.0008646296978045983,6.806206464767456,
2,2,0.7098286151885986,0.0008646296978045983,6.771535158157349,
2,3,0.701745867729187,0.0008646296978045983,7.209583520889282,
2,4,0.7065002918243408,0.0008646296978045983,7.706940174102783,
2,5,0.7010276317596436,0.0008646296978045983,7.584952116012573,
2,6,0.7005666494369507,0.0008646296978045983,7.320227146148682,
2,7,0.7046022415161133,0.0008646296978045983,7.236335039138794,
2,8,0.7020800709724426,0.0008646296978045983,7.2778637409210205,
2,9,0.6981359720230103,0.0008646296978045983,7.469391107559204,
2,10,0.704317033290863,0.0008646296978045983,7.570616722106934,
2,11,0.7011675834655762,0.0008646296978045983,7.457348585128784,
2,12,0.6944500207901001,0.0008646296978045983,7.378925800323486,
2,13,0.6907869577407837,0.0008646296978045983,7.4525227546691895,
2,14,0.707182765007019,0.0008646296978045983,7.217202186584473,
2,15,0.7054568529129028,0.0008646296978045983,7.259967088699341,
2,16,0.6961483359336853,0.0008646296978045983,7.637852430343628,
2,17,0.7023104429244995,0.0008646296978045983,7.13172721862793,
2,18,0.7071430087089539,0.0008646296978045983,7.377307415008545,
2,19,0.7009967565536499,0.0008646296978045983,7.212852716445923,
2,20,0.7100057601928711,0.0008646296978045983,7.384387731552124,
2,21,0.7023802399635315,0.0008646296978045983,7.518256425857544,
2,22,0.7018346786499023,0.0008646296978045983,7.286771297454834,
2,23,0.7060909271240234,0.0008646296978045983,7.135751962661743,
2,24,0.7076859474182129,0.0008646296978045983,7.4420552253723145,
2,25,0.7032955288887024,0.0008646296978045983,7.214863300323486,
2,26,0.6982033848762512,0.0008646296978045983,7.040992975234985,
2,27,0.6992428302764893,0.0008646296978045983,7.390605688095093,
2,28,0.6979925632476807,0.0008646296978045983,7.236650466918945,
2,29,0.700175404548645,0.0008646296978045983,7.403444528579712,
2,30,0.7013640403747559,0.0008646296978045983,7.642420291900635,
2,31,0.7041246891021729,0.0008646296978045983,7.398375988006592,
2,32,0.6963458061218262,0.0008646296978045983,7.258321046829224,
2,33,0.7015091180801392,0.0008646296978045983,7.2317681312561035,
2,34,0.6972430944442749,0.0008646296978045983,7.3124895095825195,
2,35,0.6986510753631592,0.0008646296978045983,7.428838491439819,
2,36,0.6907389760017395,0.0008646296978045983,7.23952841758728,
2,37,0.6973236799240112,0.0008646296978045983,7.5757081508636475,
2,38,0.703150749206543,0.0008646296978045983,7.273619174957275,
2,39,0.703179121017456,0.0008646296978045983,0.48723912239074707,
3,0,0.6994321942329407,0.0008644623691525605,7.663660287857056,0.10630913271433214
3,1,0.6984864473342896,0.0008644623691525605,7.616668462753296,
3,2,0.6955864429473877,0.0008644623691525605,7.6118175983428955,
3,3,0.6903854608535767,0.0008644623691525605,7.5247321128845215,
3,4,0.6914663910865784,0.0008644623691525605,7.423147201538086,
3,5,0.706403374671936,0.0008644623691525605,7.493422508239746,
3,6,0.6998469829559326,0.0008644623691525605,7.099657773971558,
3,7,0.7021359205245972,0.0008644623691525605,7.344201564788818,
3,8,0.6974525451660156,0.0008644623691525605,7.23281717300415,
3,9,0.6955117583274841,0.0008644623691525605,7.2650017738342285,
3,10,0.6977319717407227,0.0008644623691525605,7.466947555541992,
3,11,0.7189590930938721,0.0008644623691525605,7.5551066398620605,
3,12,0.7025676965713501,0.0008644623691525605,7.632380723953247,
3,13,0.6976611018180847,0.0008644623691525605,7.587049722671509,
3,14,0.6995671391487122,0.0008644623691525605,7.572997331619263,
3,15,0.7013680934906006,0.0008644623691525605,7.098504066467285,
3,16,0.7021960020065308,0.0008644623691525605,7.440755605697632,
3,17,0.6935262680053711,0.0008644623691525605,7.433123588562012,
3,18,0.6978225111961365,0.0008644623691525605,7.495121240615845,
3,19,0.6952930092811584,0.0008644623691525605,8.126495122909546,
3,20,0.7002608776092529,0.0008644623691525605,7.832062005996704,
3,21,0.7002195119857788,0.0008644623691525605,7.75355076789856,
3,22,0.6975514888763428,0.0008644623691525605,7.572614908218384,
3,23,0.6934880018234253,0.0008644623691525605,7.234118461608887,
3,24,0.6997902989387512,0.0008644623691525605,7.342731475830078,
3,25,0.6977171897888184,0.0008644623691525605,7.483349561691284,
3,26,0.7047598958015442,0.0008644623691525605,7.505917549133301,
3,27,0.7005307078361511,0.0008644623691525605,7.547138690948486,
3,28,0.6991376876831055,0.0008644623691525605,7.425682783126831,
3,29,0.6974411010742188,0.0008644623691525605,7.397667407989502,
3,30,0.7112376689910889,0.0008644623691525605,7.500919580459595,
3,31,0.6969501376152039,0.0008644623691525605,7.641449213027954,
3,32,0.7044188976287842,0.0008644623691525605,7.909621000289917,
3,33,0.7060413956642151,0.0008644623691525605,7.47501802444458,
3,34,0.7013666033744812,0.0008644623691525605,7.524394512176514,
3,35,0.6942823529243469,0.0008644623691525605,7.494533061981201,
3,36,0.6943503618240356,0.0008644623691525605,7.4669272899627686,
3,37,0.7007311582565308,0.0008644623691525605,7.58286190032959,
3,38,0.7034706473350525,0.0008644623691525605,7.70521092414856,
3,39,0.740208625793457,0.0008644623691525605,0.440021276473999,
4,0,0.7044376730918884,0.0008652100821135159,7.671954154968262,0.03309043481365015
4,1,0.6972548961639404,0.0008652100821135159,7.442269563674927,
4,2,0.7052913904190063,0.0008652100821135159,7.62306022644043,
4,3,0.7037708163261414,0.0008652100821135159,7.623445272445679,
4,4,0.7019719481468201,0.0008652100821135159,7.929639577865601,
4,5,0.6946676969528198,0.0008652100821135159,7.74577784538269,
4,6,0.6943397521972656,0.0008652100821135159,7.82677698135376,
4,7,0.6973916292190552,0.0008652100821135159,7.635386228561401,
4,8,0.6927664279937744,0.0008652100821135159,7.522228002548218,
4,9,0.7062559723854065,0.0008652100821135159,7.843215465545654,
4,10,0.6958163976669312,0.0008652100821135159,7.572444438934326,
4,11,0.6987262964248657,0.0008652100821135159,7.8959221839904785,
4,12,0.7020415663719177,0.0008652100821135159,7.685118675231934,
4,13,0.7052428722381592,0.0008652100821135159,7.973185777664185,
4,14,0.6972441077232361,0.0008652100821135159,8.048310279846191,
4,15,0.7044771909713745,0.0008652100821135159,7.642467737197876,
4,16,0.6939846277236938,0.0008652100821135159,7.664615869522095,
4,17,0.7009437680244446,0.0008652100821135159,7.6238462924957275,
4,18,0.698345422744751,0.0008652100821135159,7.830298900604248,
4,19,0.6988756060600281,0.0008652100821135159,7.293582201004028,
4,20,0.7017914056777954,0.0008652100821135159,7.911374568939209,
4,21,0.6988099217414856,0.0008652100821135159,7.937936544418335,
4,22,0.6943569183349609,0.0008652100821135159,7.831060886383057,
4,23,0.6918065547943115,0.0008652100821135159,7.6279284954071045,
4,24,0.697238028049469,0.0008652100821135159,8.054916858673096,
4,25,0.6946572661399841,0.0008652100821135159,7.720454692840576,
4,26,0.697326123714447,0.0008652100821135159,7.702471971511841,
4,27,0.6983909606933594,0.0008652100821135159,7.237873554229736,
4,28,0.6938661932945251,0.0008652100821135159,7.966088771820068,
4,29,0.6892001628875732,0.0008652100821135159,7.805912733078003,
4,30,0.6917128562927246,0.0008652100821135159,7.7956249713897705,
4,31,0.7033778429031372,0.0008652100821135159,7.673408269882202,
4,32,0.7009567022323608,0.0008652100821135159,7.487966537475586,
4,33,0.7010468244552612,0.0008652100821135159,7.217111110687256,
4,34,0.7002618312835693,0.0008652100821135159,7.5217201709747314,
4,35,0.6899392008781433,0.0008652100821135159,7.717245101928711,
4,36,0.7009591460227966,0.0008652100821135159,7.873317003250122,
4,37,0.6921025514602661,0.0008652100821135159,8.04484510421753,
4,38,0.6992518305778503,0.0008652100821135159,7.976890325546265,
4,39,0.684996485710144,0.0008652100821135159,0.5200607776641846,
5,0,0.7027401328086853,0.0008648335715484601,7.956141233444214,0.09000280891237053
5,1,0.6996963620185852,0.0008648335715484601,8.042146444320679,
5,2,0.6964750289916992,0.0008648335715484601,7.575226783752441,
5,3,0.7023491263389587,0.0008648335715484601,7.567878484725952,
5,4,0.6925946474075317,0.0008648335715484601,7.416280746459961,
5,5,0.6971471309661865,0.0008648335715484601,7.5914506912231445,
5,6,0.7054128646850586,0.0008648335715484601,7.208311319351196,
5,7,0.6913663744926453,0.0008648335715484601,8.017714977264404,
5,8,0.6920465230941772,0.0008648335715484601,7.892333269119263,
5,9,0.7020871043205261,0.0008648335715484601,7.748830795288086,
5,10,0.6963117718696594,0.0008648335715484601,8.441725015640259,
5,11,0.704142153263092,0.0008648335715484601,8.042808294296265,
5,12,0.6929446458816528,0.0008648335715484601,7.912312269210815,
5,13,0.6849852204322815,0.0008648335715484601,8.065704345703125,
5,14,0.7031793594360352,0.0008648335715484601,7.564980506896973,
5,15,0.7012447714805603,0.0008648335715484601,7.917581081390381,
5,16,0.6929489970207214,0.0008648335715484601,7.96468710899353,
5,17,0.6904520392417908,0.0008648335715484601,7.647430658340454,
5,18,0.7000720500946045,0.0008648335715484601,8.014892339706421,
5,19,0.6919441223144531,0.0008648335715484601,8.14600658416748,
5,20,0.7000375986099243,0.0008648335715484601,7.581472873687744,
5,21,0.6940184831619263,0.0008648335715484601,7.703725576400757,
5,22,0.6974435448646545,0.0008648335715484601,8.074320316314697,
5,23,0.6994460225105286,0.0008648335715484601,7.76159930229187,
5,24,0.6984900236129761,0.0008648335715484601,8.297572135925293,
5,25,0.7049400806427002,0.0008648335715484601,8.136373281478882,
5,26,0.7001794576644897,0.0008648335715484601,7.920394420623779,
5,27,0.6972735524177551,0.0008648335715484601,8.059858083724976,
5,28,0.6924447417259216,0.0008648335715484601,8.171580076217651,
5,29,0.6934512853622437,0.0008648335715484601,8.197172403335571,
5,30,0.6887252926826477,0.0008648335715484601,7.871989965438843,
5,31,0.6973214745521545,0.0008648335715484601,7.833651065826416,
5,32,0.6893433928489685,0.0008648335715484601,7.875264644622803,
5,33,0.6947495937347412,0.0008648335715484601,7.870266437530518,
5,34,0.6926687955856323,0.0008648335715484601,7.848437547683716,
5,35,0.705643892288208,0.0008648335715484601,7.685113906860352,
5,36,0.7025775909423828,0.0008648335715484601,7.787943601608276,
5,37,0.6963869333267212,0.0008648335715484601,7.400645017623901,
5,38,0.6927304267883301,0.0008648335715484601,7.575074911117554,
5,39,0.7125141024589539,0.0008648335715484601,0.5177175998687744,
6,0,0.6961721181869507,0.0008653481122236995,7.475886344909668,0.03721606107385244
6,1,0.6948709487915039,0.0008653481122236995,7.9727256298065186,
6,2,0.7053818702697754,0.0008653481122236995,7.817993879318237,
6,3,0.6978152990341187,0.0008653481122236995,7.74983811378479,
6,4,0.6953925490379333,0.0008653481122236995,7.55935001373291,
6,5,0.6831894516944885,0.0008653481122236995,8.214733123779297,
6,6,0.700625479221344,0.0008653481122236995,7.523640155792236,
6,7,0.702988862991333,0.0008653481122236995,7.825147867202759,
6,8,0.6923536062240601,0.0008653481122236995,7.772903919219971,
6,9,0.7008683085441589,0.0008653481122236995,7.652835845947266,
6,10,0.6869557499885559,0.0008653481122236995,8.231923580169678,
6,11,0.6988905668258667,0.0008653481122236995,7.845369577407837,
6,12,0.6971135139465332,0.0008653481122236995,8.208638906478882,
6,13,0.6861386299133301,0.0008653481122236995,8.069817781448364,
6,14,0.6913025975227356,0.0008653481122236995,8.159400939941406,
6,15,0.6977421641349792,0.0008653481122236995,8.175187349319458,
6,16,0.6967513561248779,0.0008653481122236995,7.868269681930542,
6,17,0.694273829460144,0.0008653481122236995,8.174962997436523,
6,18,0.7038137316703796,0.0008653481122236995,7.8299925327301025,
6,19,0.7045761346817017,0.0008653481122236995,7.908413410186768,
6,20,0.6923680901527405,0.0008653481122236995,7.799618482589722,
6,21,0.6958392262458801,0.0008653481122236995,7.905612468719482,
6,22,0.7027832865715027,0.0008653481122236995,7.763997554779053,
6,23,0.6918407678604126,0.0008653481122236995,8.242459535598755,
6,24,0.6913613677024841,0.0008653481122236995,8.028071641921997,
6,25,0.6966924667358398,0.0008653481122236995,8.020721673965454,
6,26,0.6925826072692871,0.0008653481122236995,8.059344053268433,
6,27,0.6928297877311707,0.0008653481122236995,8.031262874603271,
6,28,0.6963285207748413,0.0008653481122236995,7.752280950546265,
6,29,0.6983028054237366,0.0008653481122236995,7.882449626922607,
6,30,0.6987091302871704,0.0008653481122236995,8.070690155029297,
6,31,0.69503253698349,0.0008653481122236995,7.32811427116394,
6,32,0.7021692395210266,0.0008653481122236995,7.72501540184021,
6,33,0.6998407244682312,0.0008653481122236995,7.590819597244263,
6,34,0.693730890750885,0.0008653481122236995,7.965062856674194,
6,35,0.689373254776001,0.0008653481122236995,8.147001266479492,
6,36,0.6944707036018372,0.0008653481122236995,8.135063886642456,
6,37,0.6905854940414429,0.0008653481122236995,7.767203330993652,
6,38,0.6927136182785034,0.0008653481122236995,7.788342237472534,
6,39,0.6993909478187561,0.0008653481122236995,0.5003979206085205,
7,0,0.6927277445793152,0.000865231311976838,8.208319902420044,0.08226675837639676
7,1,0.6903482675552368,0.000865231311976838,8.631245136260986,
7,2,0.6895387172698975,0.000865231311976838,8.012649536132812,
7,3,0.6970751285552979,0.000865231311976838,8.112474918365479,
7,4,0.6952600479125977,0.000865231311976838,8.091743230819702,
7,5,0.70220947265625,0.000865231311976838,7.44558310508728,
7,6,0.6952341198921204,0.000865231311976838,8.075597286224365,
7,7,0.6940447092056274,0.000865231311976838,7.86307430267334,
7,8,0.7057017087936401,0.000865231311976838,8.568005561828613,
7,9,0.694815993309021,0.000865231311976838,7.970691680908203,
