epoch,phase,accuracy,loss,precision,recall,f1,tn,fp,fn,tp
39,train,59.140625,0.6062252955003218,0.5755102040816327,0.667192429022082,0.6179693206720234,334,312,211,423
40,train,59.375,0.6074110215360468,0.5977808599167822,0.6520423600605144,0.6237337192474675,329,290,230,431
40,val,61.71875,0.5996725071560253,0.6565389696169088,0.6836313617606602,0.6698113207547169,293,260,230,497
40,test,58.984375,0.6062658700076017,0.5931506849315068,0.6550680786686838,0.6225736879942487,322,297,228,433
41,train,61.40624999999999,0.6000326709313826,0.6135135135135135,0.6858006042296072,0.6476462196861626,332,286,208,454
42,train,60.0,0.6040667458014055,0.6020260492040521,0.6370597243491577,0.6190476190476191,352,275,237,416
42,val,62.03125000000001,0.5973609577525746,0.6579292267365662,0.6905089408528198,0.6738255033557047,292,261,225,502
43,train,61.09375,0.5966547131538391,0.6187845303867403,0.6686567164179105,0.642754662840746,334,276,222,448
44,train,63.046875,0.5919018550352617,0.6089385474860335,0.6931637519872814,0.6483271375464684,371,280,193,436
44,val,62.109375,0.5959852500395342,0.6617647058823529,0.6808803301237965,0.6711864406779661,300,253,232,495
45,train,62.81250000000001,0.5914534330368042,0.6187245590230664,0.7004608294930875,0.6570605187319885,348,281,195,456
46,train,61.953125,0.5961123596538197,0.6112600536193029,0.6983154670750383,0.6518942101501072,337,290,197,456
46,val,62.03125000000001,0.5933982188051398,0.657516339869281,0.6918844566712518,0.6742627345844504,291,262,224,503
47,train,60.78125,0.5921177105470137,0.600828729281768,0.6712962962962963,0.6341107871720116,343,289,213,435
48,train,61.01562499999999,0.5991962281140414,0.6072423398328691,0.667687595712098,0.6360320933625091,345,282,217,436
48,val,61.484375,0.592355565591292,0.6555851063829787,0.6781292984869326,0.6666666666666666,294,259,234,493
49,train,62.5,0.5922356464646079,0.6467236467236467,0.6618075801749271,0.654178674351585,346,248,232,454
50,train,63.98437500000001,0.5883950645273383,0.6386554621848739,0.6919575113808801,0.6642388929351785,363,258,203,456
50,val,61.953125,0.5913554267449812,0.6621621621621622,0.6740027510316369,0.6680299931833674,303,250,237,490
50,test,61.328125,0.597888941114599,0.6206395348837209,0.6459909228441755,0.6330615270570793,358,261,234,427
